合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,399.50,399.50,398.20,399.33,5.53,1.40%,399.33,96.00,"37,469,400.00",-,,
Au99.99,396.00,399.59,396.00,398.00,4.19,1.06%,398.31,"14,909.50","5,742,923,647.80",-,,
Au100g,395.62,400.16,395.62,399.18,4.32,1.09%,398.86,23.40,"9,333,398.00",-,,
iAu99.99,395.71,399.60,395.71,398.49,4.53,1.15%,398.16,2.04,"812,264.00",-,,
Au(T+D),395.70,399.70,394.80,397.91,4.22,1.07%,397.56,"26,416.00","10,502,034,960.00","166,960",空支付给多,"7,964"
Au(T+N1),394.30,400.80,394.30,400.70,5.40,1.37%,397.75,12.60,"5,011,750.00","73,298",,
Au(T+N2),401.00,403.50,400.00,401.20,3.90,0.98%,401.85,12.80,"5,143,780.00","74,122",,
mAu(T+D),395.66,399.68,395.20,397.98,4.10,1.04%,397.89,"4,058.40","1,614,812,384.00","617,450",多支付给空,"78,956"
Pt99.95,218.82,218.82,217.00,217.00,-0.88,-0.40%,217.70,570.00,"127,086,500.00",-,,
Ag(T+D),"5,100","5,150","5,082","5,113",47,0.93%,"5,112","1,907,306.00","9,751,212,592.00","6,648,388",多支付给空,"381,750"
NYAuTN06,397.60,400.35,396.90,399.10,3.65,0.92%,398.95,93.00,"37,100,610.00","34,954",,
NYAuTN12,402.95,406.25,401.05,404.85,4.15,1.04%,404.65,121.60,"49,203,240.00","67,260",,
PGC30g,394.01,404.18,394.01,403.22,7.22,1.82%,402.65,1.20,"483,185.40",-,,
