合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,394.20,396.20,394.20,395.11,1.87,0.48%,395.61,308.00,"121,848,200.00",-,,
Au99.99,394.30,396.80,392.61,395.20,1.06,0.27%,395.67,"10,109.60","3,975,215,348.40",-,,
Au100g,395.00,396.40,395.00,395.69,1.55,0.39%,395.78,15.20,"6,015,960.00",-,,
iAu99.99,393.80,396.00,393.80,395.18,0.90,0.23%,395.58,8.66,"3,425,759.80",-,,
Au(T+D),394.20,397.06,393.47,394.85,0.59,0.15%,395.47,"14,428.00","5,705,952,280.00","164,560",空支付给多,"11,478"
Au(T+N1),396.00,396.00,395.75,395.85,1.00,0.25%,395.85,8.40,"3,325,360.00","73,724",,
Au(T+N2),400.50,400.80,397.60,399.75,1.90,0.48%,399.85,20.80,"8,316,900.00","74,270",,
mAu(T+D),394.22,397.40,393.52,395.18,1.24,0.31%,395.63,"3,098.80","1,226,005,910.00","565,038",多支付给空,"52,156"
Pt99.95,209.34,212.27,209.34,210.91,0.63,0.30%,211.19,352.00,"74,339,000.00",-,,
Ag(T+D),"5,026","5,054","5,000","5,022",-2,-0.04%,"5,026","1,074,176.00","5,399,270,682.00","5,881,228",多支付给空,"290,790"
NYAuTN06,395.50,398.00,395.40,396.10,1.75,0.44%,396.45,37.60,"14,906,660.00","33,402",,
NYAuTN12,401.85,403.95,401.40,401.55,1.25,0.31%,402.30,84.60,"34,035,430.00","66,736",,
PGC30g,401.20,402.00,400.00,401.30,2.57,0.64%,401.30,0.30,"120,390.00",-,,
