version_date,title,brief,keyword,url
2022-05-26 20:09:32,【奋斗者正青春】奋力奔跑在智能超算科研的赛道上,将传统超算预计1万年才能完成的量子模拟计算缩短至150秒，让计算更智能，完成这项任务的是一群正在智能超算科研赛道上奋力奔跑的青年人，今天（5月26日）的《奋斗者正青春》，我们来认识之江实验室智能超算团队。,智能超算 之江实验室,https://news.cctv.com/2022/05/26/ARTIpvcAzbVMiXDfDlZGKC2W220526.shtml
2022-05-26 20:04:48,牢记使命 做党和人民的忠诚卫士——习近平会见全国公安系统英雄模范立功集体表彰大会代表引起热烈反响,习近平总书记亲切会见全国公安系统英雄模范立功集体表彰大会代表让全国广大公安民警备受鼓舞。,习近平 忠诚卫士 热烈反响,https://news.cctv.com/2022/05/26/ARTIy2MRNPpc35Gks7HFGEeB220526.shtml
2022-05-26 19:22:42,福建厦门现平流雾景观,2022年5月26日，福建省厦门市上空出现平流雾景观。,福建 厦门 平流雾景观 天气,https://photo.cctv.com/2022/05/26/PHOAGJkGbzU0QbrjOkMsRRZ4220526.shtml
2022-05-26 19:15:18,习近平会见第九次全国信访工作会议代表,第九次全国信访工作会议25日至26日在京召开。中共中央总书记、国家主席、中央军委主席习近平亲切会见会议代表，向受表彰的先进集体和先进个人表示热烈祝贺，向全国信访系统广大干部职工表示诚挚问候。,习近平 信访工作,https://news.cctv.com/2022/05/26/ARTIcMStrQs19mEwfG4dvFG6220526.shtml
2022-05-26 19:08:00,商务部等三部门印发《关于支持外经贸企业提升汇率风险管理能力的通知》,商务部、中国人民银行、国家外汇管理局落实推动外贸保稳提质意见，印发《关于支持外经贸企业提升汇率风险管理能力的通知》。,汇率 风险管理,https://news.cctv.com/2022/05/26/ARTI0IyEtaTtFUQyq5pncxG4220526.shtml
2022-05-26 19:00:17,校外培训治理“回头看”排查11万个培训机构 发现问题机构2977个,在机构压减方面，累计排查发现“假注销、真运营”培训机构413个，已全部关停取缔。在培训收费监管方面，累计排查发现未执行政府指导价的机构195个，超政府指导价收费52.9万元，已全部纠正并退费。,教育部 培训机构,https://news.cctv.com/2022/05/26/ARTIWGmqzRBXWV1ybc58di0Y220526.shtml
2022-05-26 18:46:51,中共广东省委十三届一次全会在广州召开,5月26日，中国共产党广东省第十三届委员会第一次全体会议在广州召开。,中国共产党广东省第十三届委员会第一次全体会议 广州召开,https://news.cctv.com/2022/05/26/ARTI0t1IDadBHnL1VH9uzMOv220526.shtml
2022-05-26 18:13:51,身边的守护 | 突破重重危机 坚守禁毒一线,群山之间，黄远波守“关”23年，而在禁毒一线，广东省广州市公安局白云区分局禁毒大队大队长杨利勇奋战了18年。“我就不信我干不掉这个案子。”这是他时常说的话。接下来，让我们走进这位坚守在打击毒品犯罪一线的英雄。,身边的守护 禁毒一线,https://news.cctv.com/2022/05/26/ARTI5ZykIqEqp1TK5amEnA0m220526.shtml
2022-05-26 18:10:34,身边的守护 | 扎根边疆守护交通安全的“黑脸”交警,5月25日，全国公安系统英雄模范立功集体表彰大会在北京举行，隆重表彰近5年来在各项公安工作中作出突出贡献的先进个人和集体。他们中，有人不知疲倦地穿行在春夏秋冬，心中装着群众；有人冒着枪林弹雨，肩扛平安使命。今天我们先来认识一位驻扎在大漠边关的交警，当地的孩子亲切地叫他“黑脸叔叔”。,身边的守护 边疆 交通安全 交警,https://news.cctv.com/2022/05/26/ARTIEHTUDiAFZFKPftSV05Zl220526.shtml
2022-05-26 18:09:33,身边的守护 | 守“关”23年 为路段交通转危为安努力,下面我们认识的这位交警，他执勤的路段是位于湖北群山峻岭间的武胜关，这里的道路不仅坡陡弯急，而且到了冬天特别容易路面结冰，从1999年开始，交警黄远波就来到了这里守“关”。23年来，为了让百姓平安通过当地的危险路段，他和同事们不断努力着，也和辖区内的居民也结下了深厚的情谊。,身边的守护 路段交通,https://news.cctv.com/2022/05/26/ARTIbl2TCx3ZiRT6FpU3XpAJ220526.shtml
2022-05-26 18:08:47,习近平会见第九次全国信访工作会议代表 李克强王沪宁韩正参加会见,第九次全国信访工作会议25日至26日在京召开。中共中央总书记、国家主席、中央军委主席习近平亲切会见会议代表，向受表彰的先进集体和先进个人表示热烈祝贺，向全国信访系统广大干部职工表示诚挚问候。,习近平 信访工作,https://news.cctv.com/2022/05/26/ARTI4DbLSqw3CxxywdC6WZCb220526.shtml
2022-05-26 18:07:56,身边的守护 | 传统思路与新技术相结合 破解命案积案,相比缉毒民警的惊心动魄，也有些民警的工作看起来波澜不惊，他们同样以坚持不懈的努力维护一方平安。河南省濮阳市就有这么一位刑警，专攻疑难案件，最终让潜逃多年的犯罪嫌疑人落入法网。案件发生在2003年，那是一起持枪杀人案件，由于现场遗留线索很少，导致一直无法侦破，然而刑警陈民生没有放弃，不断尝试新技术新手段，使这起多年前的积案最终得以侦破。,身边的守护 群众,https://news.cctv.com/2022/05/26/ARTINe53rGe5rHZMXchSpntT220526.shtml
2022-05-26 18:05:47,牢记跟党初心 永久跟党奋斗 在中央和国家机关各项事业中锐意进取勇当先锋,中央和国家机关各部门高度重视、精心谋划，采取多种形式，及时传达学习，深化交流研讨。,国家机关 思想自觉 政治担当,https://news.cctv.com/2022/05/26/ARTIhHBVv6NG6EUjNng9E9fd220526.shtml
2022-05-26 17:59:44,黄河岸边有个“老腔幼儿团”,2017年始，陕西省渭南市潼关县城关南新幼儿园与黄河老腔艺术团组建潼关黄河老腔幼儿团。,陕西 黄河岸边 老腔幼儿团,https://photo.cctv.com/2022/05/26/PHOASWt04hIXlKoH6Szre1K5220526.shtml
2022-05-26 17:47:06,“和睦文亭”唱响爱老幸福歌,2021年6月7日下午，习近平总书记来到文亭巷社区，考察社区加强基层党建、完善基层治理、推动民族团结进步等情况，在位于社区综合服务中心二层的“爱老幸福食堂”，总书记了解了社区向老年人提供餐饮服务的情况。,爱老幸福食堂 基层治理 文亭巷社区,https://news.cctv.com/2022/05/26/ARTICnUojgtqopzeFFxSvgiH220526.shtml
2022-05-26 17:44:14,守万家灯火 人民公安步履不停书写“平安答卷”,近年来，随着传统犯罪向网上蔓延，电信网络诈骗等新型违法犯罪快速发展，严重危害人民群众财产安全和合法权益。仅2018年以来，全国公安机关连续组织“净网”专项行动，严厉打击侵犯公民个人信息、黑客攻击破坏等新技术的网络犯罪，年均侦办案件5万余起、抓获犯罪嫌疑人8万余名。,人民群众 平安中国 公安队伍,https://news.cctv.com/2022/05/26/ARTIV5ZGCRLnCwXiwa9vgV7X220526.shtml
2022-05-26 17:37:41,以“数”为媒，贵阳推进大数据与农业农村融合发展,近年来，贵阳市依托大数据发展优势，推进乡村产业“数字化”、农民生活“数字化”、乡村治理“数字化”，积极探索数字赋能乡村振兴之路。,乡村 贵阳 大数据,https://news.cctv.com/2022/05/26/ARTIhXln1bB9rhFW14EMDlzN220526.shtml
2022-05-26 17:27:11,【海报】面对奥密克戎，我们不仅有底气更要有信心！,新冠肺炎疫情发生以来，中国坚持人民至上、生命至上，坚持外防输入、内防反弹，坚持“动态清零”总方针不动摇，因时因势不断调整防控措施。,奥密克 动态清零 疫情防控,https://news.cctv.com/2022/05/26/ARTIxihKjEhl3nmH6A8Nao5Z220526.shtml
2022-05-26 17:19:42,中美抗疫数据对比：用事实说话，“躺平”不能“躺赢”！,当前全球疫情仍处于高位，病毒还在不断变异，疫情的最终走向还存在很大不确定性。事实一次又一次证明，“与病毒共存”的“躺平”抗疫方法不可能“躺赢”，而且会付出惨痛代价，“动态清零”才是防控疫情的制胜法宝。,中美 抗疫 动态清零,https://news.cctv.com/2022/05/26/ARTIIduO3ZCiwpsdSbBVWqWI220526.shtml
2022-05-26 17:19:27,全国治理教育乱收费部际联席会议办公室通报5起学校以教育信息化为名违规收费典型问题查处情况,日前，全国治理教育乱收费部际联席会议办公室印发《关于学校以教育信息化为名违规收费典型问题查处情况的通报》，对5起学校以教育信息化为名违规收费典型问题查处情况进行了通报，并对相关工作提出明确要求。,乱收费 违规,https://news.cctv.com/2022/05/26/ARTIASs8XTWS5kG2V0pY718d220526.shtml
