version_date,title,brief,keyword,url
2022-05-18 07:48:52,危地马拉总统贾马太表示不会参加美洲峰会,当地时间17日下午，危地马拉总统贾马太表示，将不会出席计划于6月初在美国举行的美洲峰会。,危地马拉 美洲峰会,https://news.cctv.com/2022/05/18/ARTICvA3hq6eAZ7zczbitmDz220518.shtml
2022-05-18 07:44:04,美国枪支制造量激增 仅2020年记录枪支生产数达1130万,当地时间17日，根据美国烟酒枪炮及爆炸物管理局（ATF）的最新报告，美国有执照的枪支制造商在2020年共制造了1130万支枪支，比2000年的制造数量增加了187%。,美国 枪支制造,https://news.cctv.com/2022/05/18/ARTIck2tdFfUTyztFDtdLEBY220518.shtml
2022-05-17 20:37:18,美国：枪患顽疾积重难返 极端思想成“助燃剂”,美国枪击之频繁、暴力程度之严峻令各界惊愕。分析人士指出，在社会撕裂加剧、政客消极作为等因素影响下，美国枪支暴力痼疾积重难返。近年来愈演愈烈的种族矛盾、甚嚣尘上的极端主义思想，更成为美国枪支暴力乃至本土恐怖主义行为的“助燃剂”。,助燃剂 美国副总统 美国总统 枪支 枪击事件 美国官方 美国联邦调查局 宣言 美国媒体 大替代,https://news.cctv.com/2022/05/17/ARTIgetgLAHAsnPmg76WFJhW220517.shtml
2022-05-17 20:35:50,血腥周末 美国多地发生致人死伤枪击,在刚过去的周末，美国多地发生枪击事件，导致近20人死亡。据非营利组织“枪支暴力档案”网站15日发布的最新数据，今年以来，美国国内涉枪事件已导致15979人丧生，13173人受伤。,枪击事件 枪击案 警方 致人 嫌疑人 云门 密尔沃基雄鹿队 美国媒体 基市 美国男子,https://news.cctv.com/2022/05/17/ARTIPodw0nsxK9E7JnwD8pVO220517.shtml
2022-05-17 20:34:58,海外网评：布法罗枪击案暴露美国国内恐怖主义“毒瘤”,当地时间5月14日晚间，美国总统拜登就发生在纽约州布法罗市的大规模枪击案发表声明，呼吁结束“由仇恨引发的国内恐怖主义”。,毒瘤 枪击案 网评 美国外交 布法罗 恐怖主义组织 恐怖主义案件 美国总统 枪击事件 美国公民,https://news.cctv.com/2022/05/17/ARTIzf15eLOkc88OckGBvPWQ220517.shtml
2022-05-17 20:34:09,美媒：10名非裔被枪杀 美面临种族主义和极端主义双重威胁,美媒对此评论称，布法罗市惨案绝非个例，这起案件凸显了美国面临的双重致命威胁，即涉种族主义和极端主义的暴力行径。,极端主义 美媒 仇恨 枪击案 种族主义 布法罗 今日美国 枪杀 资料图 犯罪案件,https://news.cctv.com/2022/05/17/ARTIPmSMy9quYI3wfqyMQw2B220517.shtml
2022-05-17 20:32:45,国际观察：枪口下民众的命，美国治不好的“病”,“仇恨是美国灵魂上的污点”，美国总统拜登形容道。即使这个国家平均每天就有超过116人因枪支暴力丧生，控枪为何仍难如登天？,射击准确度 美国总统 美国政要 美国GDP 美国地方政府 不效 国际观察 美国政治 幽灵枪 宣言,https://news.cctv.com/2022/05/17/ARTIENRyiQpDXfTYdc7uBHlh220517.shtml
2022-05-17 20:30:44,海外网评：美国的漂亮话忽悠不了东盟国家,尽管白宫拼命唱高调，但一波三折的办会过程、乏善可陈的会议成果，都让这场峰会只是看上去很热闹。美国的漂亮话忽悠不了东盟国家，东盟国家不是美国地缘政治的棋子。,东盟国家 网评 美国海岸警卫队 美国副总统 美国总统 东盟十国 美国政府 忽悠 美国国会 美国首都,https://news.cctv.com/2022/05/17/ARTIYdPBr9ktpznlTLkUE2b6220517.shtml
2022-05-17 20:28:22,巴基斯坦外长：中国“动态清零”防疫政策“尤为成功”,巴基斯坦外长比拉瓦尔日前在一场线上新冠疫情国际会议上发表讲话时，高度评价中国“动态清零”防疫政策，认为这一政策立足中国实际，在抗击疫情等方面“尤为成功”。,巴基斯坦 外长 动态清零 防疫 尤为成功 疫情 政策 科学证据 国际社会 流行病学,https://news.cctv.com/2022/05/17/ARTICPnp64AqExq9X72MIjTX220517.shtml
2022-05-17 20:26:14,“新冠孤儿”超20万，却被美国政客遗忘,美国新冠肺炎死亡人数达到100万。触目惊心的数字背后，有一个几乎被政客们遗忘的庞大群体——“新冠孤儿”。根据美国相关研究学者的定义，“新冠孤儿”是指父母一方或双方、或其他监护人因疫情死亡的儿童。,新冠孤儿 美国政府 政客 人权 美国民众 死角 福布斯 大西洋月刊 人民日报海外版 政党,https://news.cctv.com/2022/05/17/ARTILZgAKBGJKCulUj7iigII220517.shtml
